name,sex,event,equipment,age,age_class,division,bodyweight_kg,weight_class_kg,best3squat_kg,best3bench_kg,best3deadlift_kg,place,date,federation,meet_name
Alimbek Rakhimov,M,SBD,Raw,47.5,45-49,Masters 1,81.25,83,205,157.5,215,7,2014-06-01,IPF,World Classic Powerlifting Championships
Rickeyma Ross,F,SBD,Single-ply,17.5,18-19,Sub-Juniors,123.5,90+,217.5,112.5,210,1,2009-09-07,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Gérard Tisseur,M,SBD,Raw,73.5,70-74,Masters 4,85.46,93,130,75,160,5,2015-06-05,IPF,World Classic Powerlifting Championships
Norman Jeha,M,SBD,Wraps,NA,NA,Open,81.3,82.5,195,165,260,6,1975-11-22,IPF,Men's World Powerlifting Championships
Stefan Nentis,M,SBD,Single-ply,NA,NA,Open,67,67.5,265,157.5,275,1,1982-11-04,IPF,Men's World Powerlifting Championships
Allen Pennington,M,SBD,Single-ply,17.5,18-19,Sub-Juniors,94.55,105,272.5,165,240,3,2018-09-03,IPF,World Juniors & Sub-Juniors Championships
Lukáš Theuser,M,SBD,Single-ply,21.5,20-23,Juniors,74.75,75,255,142.5,247.5,5,2003-09-09,IPF,World Juniors Powerlifting Championships
Raimo Sandelin,M,SBD,Single-ply,67.5,65-69,Masters 3,128.5,125+,180,145,202.5,1,2008-09-30,IPF,World Masters Powerlifting Championships
Jeff Butt,M,SBD,Single-ply,32.5,24-34,Open,89.75,90,252.5,195,242.5,12,2003-11-04,IPF,Men's World Powerlifting Championships
Dainius Juodgudis,M,SBD,Single-ply,44.5,40-44,Masters 1,72.59,74,230,167.5,240,2,2016-10-03,IPF,World Masters Championships
Andriy Krymov,M,B,Single-ply,28.5,24-34,Open,92.66,93,NA,302.5,NA,3,2014-05-20,IPF,World Bench Press Championships
Martin Čech,M,SBD,Single-ply,43.5,40-44,Masters 1,65.9,66,212.5,97.5,225,4,2018-10-02,IPF,World Masters Powerlifting Championships
Jan Betko,M,SBD,Single-ply,51.5,50-54,Masters 2,106,110,255,120,270,5,1994-10-19,IPF,World Masters Powerlifting Championships
Hisayuki Nakayama,M,B,Single-ply,45,45-49,Open,59.1,60,NA,207.5,NA,1,2008-06-25,IPF,World Bench Press Championships
Martin Wudtke,M,B,Single-ply,30.5,24-34,Open,99.5,100,NA,230,NA,5,1998-12-11,IPF,World Bench Press Championships
Harou Matsou,M,SBD,Single-ply,NA,NA,Masters 2,67.5,67.5,180,135,230,2,1986-10-03,IPF,World Masters Powerlifting Championships
Penaud,M,B,Single-ply,NA,NA,Open,75,75,NA,150,NA,12,1991-12-15,IPF,World Bench Press Championships
Virgilio Manuel,M,B,Single-ply,36.5,35-39,Open,65.7,66,NA,187.5,NA,5,2011-05-25,IPF,World Bench Press Championships
Daniel Worsley,M,SBD,Raw,22.5,20-23,Juniors,81.66,83,245,160,270,6,2016-06-19,IPF,World Classic Powerlifting Championships
Volodymyr Kravets,M,SBD,Single-ply,22.5,20-23,Juniors,119.86,120,335,225,292.5,3,2019-08-26,IPF,World Juniors & Sub-Juniors Championships
J. Solano,M,SBD,Single-ply,NA,NA,Juniors,56,56,125,60,150,6,1987-09-17,IPF,World Juniors Powerlifting Championships
Johanna Aguinaga,F,SBD,Raw,25.5,24-34,Open,62.75,63,147.5,107.5,157.5,14,2019-06-04,IPF,World Classic Powerlifting Championships
Jeff Hadad,M,B,Single-ply,45.5,45-49,Masters 1,65.36,66,NA,180,NA,2,2012-04-20,IPF,World Masters Bench Press Championships
Cathy Millen,F,SBD,Single-ply,NA,NA,NA,81.8,67.5+,230,150.5,257.5,1,1993-07-24,IPF,World Games
Connie Eisenbraun,F,B,Raw,32.5,24-34,Open,57.5,60,NA,72.5,NA,1,1997-12-05,IPF,World Disabled Bench Press Championships
Siddan Jimmy,M,SBD,Single-ply,17.5,18-19,Sub-Juniors,65.15,66,195,105,187.5,5,2018-09-03,IPF,World Juniors & Sub-Juniors Championships
Susanna Tjernell-Formgren,F,SBD,Single-ply,27.5,24-34,Open,87.6,90,210,85,190,1,1991-06-23,IPF,Women's World Powerlifting Championships
Dan Max Oppenheim,M,B,Single-ply,57.5,55-59,Masters 2,74,75,NA,142.5,NA,5,2003-04-16,IPF,World Masters Bench Press Championships
John Erikson,M,SBD,Single-ply,22.5,20-23,Juniors,66.7,67.5,225,135,215,5,1995-07-23,IPF,World Juniors Powerlifting Championships
Rie Kani,F,SBD,Raw,37,35-39,Open,46.43,47,115,75,142.5,6,2017-06-14,IPF,World Classic Powerlifting Championships
Sanna Joutsela,F,B,Raw,44,40-44,Masters 1,69.66,72,NA,85,NA,3,2018-05-14,IPF,World Classic Bench Press Championships
Shijirbaatar Dagvajamts,M,SBD,Raw,17.5,18-19,Sub-Juniors,104.63,105,190,132.5,220,6,2017-06-14,IPF,World Classic Powerlifting Championships
Kazuyuki Hasegawa,M,B,Single-ply,39.5,35-39,Masters 1,66.9,67.5,NA,147.5,NA,3,2007-09-12,IPF,World Masters Bench Press Championships
Tony Leiato,M,SBD,Single-ply,33.5,24-34,Open,124,125,350,262.5,330,5,1999-11-17,IPF,Men's World Powerlifting Championships
Gina Stepleton,F,SBD,Single-ply,44.5,40-44,Masters 1,55.3,56,82.5,47.5,100,7,2003-10-08,IPF,World Masters Powerlifting Championships
Ingimundur Björgvinsson,M,B,Single-ply,30.5,24-34,Open,103.3,105,NA,250,NA,12,2013-05-20,IPF,World Bench Press Championships
Leszek Wasniowski,M,B,Single-ply,50.5,50-54,Masters 2,55.1,56,NA,110,NA,2,2008-04-16,IPF,World Masters Bench Press Championships
Veli-Pekka Kaunismäki,M,B,Single-ply,44.5,40-44,Masters 1,139.1,125+,NA,NA,NA,DQ,2005-04-20,IPF,World Masters Bench Press Championships
Robert Palmer #2,M,SBD,Single-ply,30.5,24-34,Middle,82.58,83,332.5,237.5,295,8,2013-07-30,IPF,World Games
Heidi Wittesch,F,SBD,Single-ply,24.5,24-34,Open,67.5,67.5,150,82.5,167.5,2,1982-05-07,IPF,Women's World Powerlifting Championships
Andy Christo,M,SBD,Single-ply,52,50-54,Masters 2,88.2,90,222.5,142.5,257.5,4,1999-10-19,IPF,World Masters Powerlifting Championships
Xeniya Okatenko,F,SBD,Single-ply,22.5,20-23,Open,104.49,84+,265,185,220,2,2017-11-13,IPF,World Powerlifting Championships
Alfred Manso,M,B,Single-ply,62,60-64,Masters 3,101.16,105,NA,135,NA,7,2013-04-18,IPF,World Masters Bench Press Championships
Marcus Hirvonen,M,B,Single-ply,24.5,24-34,Open,120.3,125,NA,NA,NA,DQ,2001-12-07,IPF,World Bench Press Championships
Gerson Oliveira,M,SBD,Single-ply,42.5,40-44,Masters 1,105.8,110,300,NA,NA,DQ,1999-10-19,IPF,World Masters Powerlifting Championships
Isabelle Jaya-Wickrema,F,SBD,Raw,20.5,20-23,Open,54.53,57,107.5,62.5,120,15,2019-07-22,IPF,University Powerlifting Cup
Eleni Kamvissis,F,SBD,Raw,27.5,24-34,Open,71.4,72,142.5,77.5,155,6,2012-06-12,IPF,World Classic Powerlifting Cup
Melanie Johnston,F,SBD,Single-ply,22.5,20-23,Juniors,43.4,52,122.5,42.5,135,5,1992-09-08,IPF,World Juniors Powerlifting Championships
Raimo Aulis Sipiläinen,M,B,Single-ply,55,55-59,Masters 2,135.8,125+,NA,230,NA,3,2005-04-20,IPF,World Masters Bench Press Championships
Miloš Šnajdr,M,SBD,Single-ply,22.5,20-23,Juniors,109.8,110,270,175,270,13,1998-10-21,IPF,World Juniors Powerlifting Championships
Tatyana Fomina,F,SBD,Single-ply,71.5,70-74,Masters 4,60.35,63,115.5,50,130,1,2018-10-02,IPF,World Masters Powerlifting Championships
R. Townsend,M,SBD,Single-ply,NA,NA,Juniors,125,125,NA,NA,NA,DQ,1992-09-08,IPF,World Juniors Powerlifting Championships
Bénédicte LePanse,F,SBD,Single-ply,30,24-34,Open,47.88,48,155,97.5,152.5,2,2008-10-30,IPF,World Powerlifting Championships
Frode Rui,M,SBD,Single-ply,32.5,24-34,Open,117.9,125,340,220,320,11,2002-11-13,IPF,Men's World Powerlifting Championships
Rafal Bialek,M,B,Single-ply,22.5,20-23,Juniors,65.3,66,NA,160,NA,5,2013-05-20,IPF,World Bench Press Championships
Sergey Gladkikh,M,SBD,Raw,27.5,24-34,Open,65.71,66,250,160,270,1,2017-06-14,IPF,World Classic Powerlifting Championships
Bruce Markham,M,SBD,Single-ply,31.5,24-34,Open,85.1,90,280,152.5,247.5,16,1992-11-19,IPF,World Men's Powerlifting Championship
Ganna Gonchar,F,B,Single-ply,21.5,20-23,Open,57.32,63,NA,125,NA,2,2015-05-20,IPF,World Bench Press Championships
Olli Vento,M,B,Single-ply,67.5,65-69,Masters 3,66.8,67.5,NA,97.5,NA,4,2001-04-13,IPF,World Masters Bench Press Championships
Jeffrey Jacobs,M,SBD,Single-ply,64.5,60-64,Masters 3,65.32,66,NA,107.5,192.5,DQ,2012-10-02,IPF,World Masters Powerlifting Championships
Dietmar Zint,M,SBD,Single-ply,24,24-34,Open,133.2,125+,342.5,257.5,317.5,8,2001-11-15,IPF,Men's World Powerlifting Championships
Petter Sommerseth Carl,M,SBD,Raw,33.5,24-34,Open,119.8,120,305,215,342.5,6,2019-06-04,IPF,World Classic Powerlifting Championships
Nojus Cypas,M,SBD,Single-ply,17.5,18-19,Sub-Juniors,73.1,74,215,140,260,2,2018-09-03,IPF,World Juniors & Sub-Juniors Championships
Phil Richard,M,SBD,Single-ply,45.5,45-49,Masters 1,73.9,74,300,207.5,245,1,2017-10-01,IPF,World Masters Powerlifting Championships
Karolina Arvidson,F,B,Single-ply,25.5,24-34,Open,70.6,72,NA,157.5,NA,2,2011-05-25,IPF,World Bench Press Championships
Brenda van der Meulen,F,B,Single-ply,37.5,35-39,Open,113.09,84+,NA,202.5,NA,2,2016-04-19,IPF,World Bench Press Championships
Lawrence Brown,M,SBD,Single-ply,21.5,20-23,Juniors,106.6,110,330,200,NA,DQ,1994-06-18,IPF,World Juniors Powerlifting Championships
Jadwiga Radwanska,F,B,Single-ply,37.5,35-39,Open,57.85,63,NA,110,NA,5,2013-05-20,IPF,World Bench Press Championships
Michaela Lázničková,F,B,Single-ply,21.5,20-23,Open,65.7,67.5,NA,87.5,NA,7,2003-12-05,IPF,World Bench Press Championships
Yoshihiro Sato,M,SBD,Single-ply,22.5,20-23,Juniors,59.47,60,210,160,215,1,2005-09-07,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Oleg Butenko,M,B,Single-ply,32.5,24-34,Open,72.3,74,NA,250,NA,2,2016-04-19,IPF,World Bench Press Championships
Marsha Morrison,F,SBD,Raw,62.5,60-64,Masters 3,92.89,84+,90,65,127.5,3,2018-06-06,IPF,6th World Classic Championships
Stefan Jamroz,M,B,Single-ply,30.5,24-34,Open,104.2,105,NA,NA,NA,DQ,2011-05-25,IPF,World Bench Press Championships
Frank Jørgensen,M,SBD,Single-ply,39.5,35-39,Masters 1,132.5,125+,320,220,347.5,1,2000-10-17,IPF,World Masters Powerlifting Championships
M. Christine Pracella,F,B,Single-ply,39.5,35-39,Open,54.9,56,NA,107.5,NA,5,2005-01-12,IPF,World Open Bench Press Championships
Emil Debastian,M,B,Single-ply,61.5,60-64,Masters 3,79.5,82.5,NA,NA,NA,DQ,2006-04-19,IPF,World Masters Bench Press Championships
Dariusz Wdowinski,M,B,Single-ply,44.5,40-44,Masters 1,133.5,125+,NA,270,NA,1,2010-03-30,IPF,World Masters Bench Press Championships
Dieter Grimm,M,B,Raw,36.5,35-39,Open,73.2,75,NA,147.5,NA,1,1996-12-01,IPF,World Disabled Bench Press Championships
Adam Szivos,M,B,Raw,26.5,24-34,Open,81.98,83,NA,170,NA,10,2019-05-18,IPF,World Bench Press Championships
Helge Laursen,M,SBD,Single-ply,35.5,35-39,Open,99.15,100,270,170,275,8,1985-11-07,IPF,Men's World Powerlifting Championships
Mikko Ronkainen,M,SBD,Raw,25.5,24-34,Open,92.6,93,255,170,297.5,5,2013-06-11,IPF,World Classic Powerlifting Championships
Carl Yngvar Christensen,M,SBD,Single-ply,23.5,24-34,Open,168.02,120+,490,350,390,1,2014-11-03,IPF,World Powerlifting Championships
Joern Hoeyset,M,SBD,Single-ply,24.5,24-34,Open,129.6,125+,380,255,350,6,2004-11-09,IPF,Men's World Powerlifting Championships
Steve Ringoot,M,SBD,Single-ply,23.5,24-34,Open,135.4,120+,345,250,270,15,2013-11-04,IPF,World Powerlifting Championships
Anastasiya Putilina,F,SBD,Single-ply,19.5,20-23,Juniors,70.66,72,225,150,177.5,2,2015-08-31,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Bent Hansen,M,B,Single-ply,63.5,60-64,Masters 3,59.5,60,NA,85,NA,4,2005-04-20,IPF,World Masters Bench Press Championships
Juha Hyttinen,M,SBD,Single-ply,22.5,20-23,Juniors,90,90,320,180,322.5,1,1987-09-17,IPF,World Juniors Powerlifting Championships
José Mencias,M,SBD,Single-ply,20.5,20-23,Juniors,99.12,100,317.5,225,325,1,2008-09-01,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Monika Sroczyk,F,B,Single-ply,20.5,20-23,Juniors,55.85,57,NA,85,NA,4,2013-05-20,IPF,World Bench Press Championships
Karel Achtner,M,B,Single-ply,63.5,60-64,Masters 2,87.1,90,NA,125,NA,7,2008-04-16,IPF,World Masters Bench Press Championships
Ron Garofalo,M,SBD,Single-ply,49.5,45-49,Masters 2,82.52,83,265,182.5,285.5,2,2011-09-26,IPF,World Masters Powerlifting Championships
Bernadette Plouviez,F,SBD,Single-ply,47.5,45-49,Open,51.2,52,NA,NA,NA,DQ,1988-05-06,IPF,Women's World Powerlifting Championships
J. Roux,M,SBD,Single-ply,NA,NA,Open,89.8,90,290,165,290,7,1984-11-23,IPF,Men's World Powerlifting Championships
Stine Liveroed,F,SBD,Raw,26.5,24-34,Open,71.45,72,170,102.5,180,11,2019-06-04,IPF,World Classic Powerlifting Championships
Crayton Taylor,M,SBD,Single-ply,61,60-64,Masters 3,109.3,110,255,155,255,3,2007-06-10,IPF,World Masters Powerlifting Championships
Sven Öling,M,SBD,Single-ply,52,50-54,Masters 2,74.2,75,220,145,220,1,1995-10-03,IPF,World Masters Powerlifting Championships
Jean-Yves Minelle,M,B,Single-ply,43.5,40-44,Masters 1,151.5,125+,NA,237.5,NA,2,2010-03-30,IPF,World Masters Bench Press Championships
Moises Garcia Trelles Niel,M,B,Single-ply,39.5,35-39,Open,58.05,59,NA,NA,NA,DQ,2013-05-20,IPF,World Bench Press Championships
Carlo Melendez,M,SBD,Single-ply,29.5,24-34,Open,73.8,74,250,197.5,207.5,14,2013-11-04,IPF,World Powerlifting Championships
Ilona Bösze,F,SBD,Single-ply,NA,NA,Open,56,56,95,55,125,11,1982-05-07,IPF,Women's World Powerlifting Championships
Kateryna Klymenko,F,SBD,Single-ply,22.5,20-23,Open,51.7,52,150,120,165,6,2008-10-30,IPF,World Powerlifting Championships
Maksym Masyuk,M,SBD,Single-ply,20.5,20-23,Juniors,67.2,67.5,277.5,192.5,252.5,2,2010-09-27,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Valentin Patru,M,SBD,Single-ply,49.5,45-49,Masters 2,133.3,120+,270,145,250,4,2018-10-02,IPF,World Masters Powerlifting Championships
Bill Collins,M,SBD,Single-ply,43,40-44,Masters 1,122.1,125,292.5,227.5,287.5,1,2004-10-05,IPF,World Masters Powerlifting Championships
Kazuo Nakata,M,B,Single-ply,40.5,40-44,Masters 1,54.9,56,NA,150,NA,1,2008-04-16,IPF,World Masters Bench Press Championships
Antony Wendt,M,B,Single-ply,47.5,45-49,Open,111.9,125,NA,NA,NA,DQ,2001-12-07,IPF,World Bench Press Championships
Leif Wiklund,M,SBD,Single-ply,21.5,20-23,Juniors,126.9,125+,300,172.5,300,6,1996-08-07,IPF,World Juniors Powerlifting Championships
Gemel Bougamdouz,M,SBD,Raw,52.5,50-54,Masters 2,92.3,93,220,165,245,4,2016-06-19,IPF,World Classic Powerlifting Championships
Frédéric Beyon,M,B,Single-ply,41.5,40-44,Masters 1,103.8,105,NA,252.5,NA,2,2017-05-22,IPF,World Bench Press Championships
Hiraku Fushimi,M,B,Single-ply,61.5,60-64,Masters 3,55.6,56,NA,110,NA,2,2005-04-20,IPF,World Masters Bench Press Championships
Masaharu Koiwai,M,SBD,Single-ply,32,24-34,Open,66.98,67.5,245,185,285,4,2008-10-30,IPF,World Powerlifting Championships
Jade Dickens,F,B,Raw,44.5,40-44,Masters 1,121.95,84+,NA,132.5,NA,2,2019-05-18,IPF,World Bench Press Championships
Mario Schnurr,M,SBD,Single-ply,47.5,45-49,Masters 1,92.72,93,NA,200,300,DQ,2014-09-21,IPF,World Masters Powerlifting Championships
Elfranco Holder,M,B,Raw,22.5,20-23,Juniors,87,93,NA,172.5,NA,1,2016-05-15,IPF,World Classic Bench Press Championships
Rex Tait,M,SBD,Single-ply,NA,NA,Masters 1,82.5,82.5,190,107.5,217.5,6,1992-09-03,IPF,World Masters Powerlifting Championships
Joakim Bjerke,M,B,Single-ply,26,24-34,Open,82.05,82.5,NA,NA,NA,DQ,2006-05-23,IPF,World Bench Press Championships
Claudemiro Nascimento,M,SBD,Single-ply,37.5,35-39,Open,119.52,125,335,182.5,305,9,2008-10-30,IPF,World Powerlifting Championships
Antonio Shinebourne,M,SBD,Raw,23.5,24-34,Open,92.2,93,235,137.5,235,6,2017-07-10,IPF,World University Powerlifting Cup
Greg Wagner,M,SBD,Single-ply,30,24-34,Open,122.9,125,372.5,247.5,310,7,2002-11-13,IPF,Men's World Powerlifting Championships
Valery Arekhva,M,B,Single-ply,18.5,18-19,Open,59.88,60,NA,132.5,NA,8,2009-05-27,IPF,World Bench Press Championships
Vidar Ringvold,M,SBD,Single-ply,53.5,50-54,Masters 2,111,125,230,225,200,6,2009-09-28,IPF,World Masters Powerlifting Championships
Vilius Siauciunas,M,B,Single-ply,17.5,18-19,Sub-Juniors,122,120+,NA,180,NA,3,2017-05-22,IPF,World Bench Press Championships
Glen van der Linde,M,B,Single-ply,46.5,45-49,Masters 1,72.5,74,NA,142.5,NA,5,2018-04-23,IPF,World Bench Press Championships
Robert Love,M,SBD,Single-ply,38,35-39,Open,91.66,93,322.5,192.5,290,13,2015-11-09,IPF,World Powerlifting Championships
Annette Rehoff Christensen,F,B,Single-ply,52.5,50-54,Open,122.35,84+,NA,200,NA,2,2018-04-23,IPF,World Bench Press Championships
Artem Rubtsov,M,B,Single-ply,27.5,24-34,Open,65.9,66,NA,215,NA,4,2012-05-21,IPF,World Bench Press Championships
Alma Kimura,F,B,Raw,64.5,60-64,Masters 3,69.5,72,NA,55,NA,2,2019-05-18,IPF,World Bench Press Championships
Viktor Biryukov,M,SBD,Single-ply,17.5,18-19,Sub-Juniors,86.05,90,295,175,275,2,2004-08-09,IPF,World Sub-Juniors & Juniors Powerlifting Championships
William Taylor,M,SBD,Raw,59.5,55-59,Masters 3,64.87,66,115,87.5,140,5,2017-06-14,IPF,World Classic Powerlifting Championships
Sigve Valentinsen,M,SBD,Single-ply,33.5,24-34,Open,74,75,282.5,167.5,280,4,1994-11-17,IPF,Men's World Powerlifting Championships
Per Hörnqvist,M,B,Raw,54.5,50-54,Masters 2,101.1,105,NA,170,NA,3,2017-04-22,IPF,World Classic Bench Press Championships
Willy Croner,M,SBD,Single-ply,NA,NA,Open,108.5,110,NA,NA,NA,DQ,1998-11-10,IPF,Men's World Powerlifting Championships
Eugeny Kuzmin,M,SBD,Single-ply,21.5,20-23,Juniors,82.4,82.5,350,222.5,290,1,2010-09-27,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Elena Kucherenko,F,SBD,Single-ply,19.5,20-23,Juniors,96.46,84+,247.5,130,210,2,2012-08-28,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Kamil Krakowiak,M,SBD,Raw,21.5,20-23,Juniors,89.45,93,220,130,270,5,2014-06-01,IPF,World Classic Powerlifting Championships
Jerry Engelbert,M,SBD,Single-ply,51,50-54,Masters 1,100,100,257.5,150,302.5,1,1987-09-08,IPF,World Masters Powerlifting Championships
Dai Nabekura,M,SBD,Single-ply,16.5,16-17,Sub-Juniors,66.5,67.5,175,125,205,6,2009-09-07,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Tamara Walter,F,SBD,Single-ply,19.5,20-23,Juniors,141.25,90+,182.5,100,177.5,3,2007-09-03,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Sergey Kapyrin,M,B,Single-ply,47,45-49,Masters 1,103.15,105,NA,NA,NA,DQ,2018-04-23,IPF,World Bench Press Championships
Almakky Harun Yasir,M,SBD,Raw,42.5,40-44,Masters 1,102.05,105,210,147.5,210,11,2015-06-05,IPF,World Classic Powerlifting Championships
Vladimír Urban,M,B,Single-ply,31.5,24-34,Open,81.7,82.5,NA,232.5,NA,4,2005-01-12,IPF,World Open Bench Press Championships
Mikail Frolov,M,SBD,Single-ply,21.5,20-23,Open,99.3,100,340,210,300,1,2001-04-22,IPF,Student's World Cup
Kenneth Sandvik,M,SBD,Single-ply,27.5,24-34,Open,144.7,125+,380,NA,NA,DQ,2003-11-04,IPF,Men's World Powerlifting Championships
John Buford,M,SBD,Single-ply,17.5,18-19,Sub-Juniors,98.6,100,NA,NA,NA,DQ,2002-09-25,IPF,World Sub-Juniors Powerlifting Championships
Julian Massey,M,B,Raw,61.5,60-64,Masters 3,109.85,120,NA,117.5,NA,6,2018-05-14,IPF,World Classic Bench Press Championships
Lyudmila Gaiduchenko,F,SBD,Single-ply,27.5,24-34,Open,81.3,82.5,185,135,210,2,1994-05-25,IPF,Women's World Powerlifting Championships
Bénédicte LePanse,F,SBD,Single-ply,36,35-39,Open,46.1,47,145,95,NA,DQ,2014-11-03,IPF,World Powerlifting Championships
Yasutaka Fuchigami,M,SBD,Raw,22.5,20-23,Juniors,64.78,66,212.5,115,200,7,2015-06-05,IPF,World Classic Powerlifting Championships
Dmitriy Dvornikov,M,SBD,Single-ply,20.5,20-23,Open,73.5,75,295,172.5,262.5,2,2003-04-12,IPF,World Students Cup
Peter Klutsch,M,SBD,Single-ply,22.5,20-23,Juniors,56,56,152.5,72.5,175,6,1988-09-07,IPF,World Juniors Powerlifting Championships
Willi Müller,M,SBD,Single-ply,53.5,50-54,Masters 2,99.7,100,277.5,147.5,313,1,1993-10-26,IPF,World Masters Powerlifting Championships
Graham Mellor,M,B,Single-ply,21.5,20-23,Juniors,159.73,120+,NA,280,NA,4,2016-04-19,IPF,World Bench Press Championships
Adam Mamola,M,B,Single-ply,30,24-34,Open,81.5,82.5,NA,260,NA,3,2008-06-25,IPF,World Bench Press Championships
Kenta Doihara,M,SBD,Raw,21.5,20-23,Open,85.65,93,215,155,212.5,8,2016-07-11,IPF,World University Powerlifting Cup
Mayumi Kitamura,F,B,Single-ply,51.5,50-54,Open,62.6,63,NA,167.5,NA,3,2019-05-18,IPF,World Bench Press Championships
Pernille Stenberg,F,SBD,Raw,22.5,20-23,Juniors,50.78,52,107.5,80,125,5,2017-06-14,IPF,World Classic Powerlifting Championships
Yen-Ping Hsu,F,B,Single-ply,17.5,18-19,Open,44,44,NA,67.5,NA,4,1992-12-08,IPF,World Bench Press Championships
Peter Moravcik,M,SBD,Single-ply,17.5,18-19,Sub-Juniors,66.95,67.5,170,97.5,185,10,2007-09-03,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Hui-Chuan Huang,F,SBD,Single-ply,19.5,20-23,Juniors,46.2,47,140,85,155,2,2016-09-03,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Lesya Humynska,F,SBD,Single-ply,19.5,20-23,Open,67.5,67.5,230,115,220,2,2000-05-24,IPF,Women's World Powerlifting Championships
Alistair Cannings,M,SBD,Single-ply,22.5,20-23,Juniors,82,83,300,180,255,5,2014-09-01,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Mervi Sirkiä,F,B,Single-ply,23.5,24-34,Open,51.7,52,NA,NA,NA,DQ,1996-12-01,IPF,World Bench Press Championships
Steve Walker,M,SBD,Single-ply,51.5,50-54,Masters 2,73.5,75,235,170,250,2,2008-09-30,IPF,World Masters Powerlifting Championships
Jarkko Perttula,M,SBD,Single-ply,17.5,18-19,Sub-Juniors,82.61,83,280,157.5,250,3,2011-08-30,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Alexander Grenehed,M,SBD,Single-ply,22.5,20-23,Juniors,74.6,75,240,142.5,250,6,1995-07-23,IPF,World Juniors Powerlifting Championships
Genädijs Zubriks,M,B,Single-ply,37.5,35-39,Open,82.3,82.5,NA,225,NA,5,2003-12-05,IPF,World Bench Press Championships
Uladzislau Trusevich,M,SBD,Raw,15.5,16-17,Sub-Juniors,52.19,53,115,85,130,6,2017-06-14,IPF,World Classic Powerlifting Championships
Max Dooley,M,SBD,Raw,23.5,24-34,Open,91.44,93,207.5,125,255,18,2018-07-09,IPF,3rd World University Powerlifting Cup
Daria Rusanenko,F,SBD,Single-ply,17.5,18-19,Sub-Juniors,71.64,72,240,125,177.5,1,2019-08-26,IPF,World Juniors & Sub-Juniors Championships
Ludmilla Osmanova,F,B,Raw,NA,NA,Open,56,56,NA,90,NA,1,1998-12-11,IPF,World Disabled Bench Press Championships
Janis Ansmits,M,SBD,Raw,22.5,20-23,Juniors,131.45,120+,280,205,305,3,2014-06-01,IPF,World Classic Powerlifting Championships
Raimo Lumijärvi,M,SBD,Single-ply,43.5,40-44,Open,125,125,350,240,310,7,2006-11-05,IPF,World Powerlifting Championships
Jakub Gladysz,M,SBD,Single-ply,17.5,18-19,Sub-Juniors,78.5,82.5,200,127.5,205,8,2010-09-27,IPF,World Sub-Juniors & Juniors Powerlifting Championships
Veiko Friedrich,M,B,Single-ply,40,40-44,Masters 1,82,82.5,NA,195,NA,3,2005-04-20,IPF,World Masters Bench Press Championships
Sergio Devich,M,SBD,Single-ply,48,45-49,Masters 1,119.6,125,170,100,160,6,1998-10-06,IPF,World Masters Powerlifting Championships
Brandon Mauro,M,B,Single-ply,16.5,16-17,Sub-Juniors,102,105,NA,155,NA,4,2011-05-25,IPF,World Bench Press Championships
Gerhard Grossbeck,M,SBD,Single-ply,22.5,20-23,Juniors,76.6,82.5,230,175,240,10,1999-10-05,IPF,World Juniors Powerlifting Championships
Detlef Götzke,M,B,Single-ply,41,40-44,Masters 1,73.8,75,NA,177.5,NA,3,2004-04-21,IPF,World Masters Bench Press Championships
Yuliya Tachytskaya,F,B,Single-ply,30.5,24-34,Open,61.89,67.5,NA,145,NA,DQ,2009-05-27,IPF,World Bench Press Championships
Ray Benemerito,M,SBD,Single-ply,34,24-34,Heavy,98.3,90+,340,230,NA,DQ,2001-08-21,IPF,World Games
Josef Hermann,M,B,Single-ply,69,65-69,Masters 4,113.89,120,NA,165,NA,2,2016-04-19,IPF,World Bench Press Championships
Annette Pedersen,F,B,Single-ply,49.5,45-49,Masters 2,70.2,72,NA,115,NA,1,2018-04-23,IPF,World Bench Press Championships
